survey id,image,class,x,y,chip name
,5a RGB.tif,5a RGB,727.8813559322034,80.35053929121726,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000001.png
,5a RGB.tif,5a RGB,1145.3890600924499,190.635593220339,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000002.png
,5a RGB.tif,5a RGB,1071.3405238828968,282.01463790446843,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000003.png
,5a RGB.tif,5a RGB,1892.1764252696455,75.62403697996919,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000004.png
,5a RGB.tif,5a RGB,381.271186440678,143.37057010785824,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000005.png
,5a RGB.tif,5a RGB,365.5161787365177,230.0231124807396,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000006.png
,5a RGB.tif,5a RGB,53.56702619414484,259.95762711864404,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000007.png
,5a RGB.tif,5a RGB,14.179506933744221,248.9291217257319,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000008.png
,5a RGB.tif,5a RGB,252.08012326656393,553.0007704160247,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000009.png
,5a RGB.tif,5a RGB,337.15716486902926,420.6587057010786,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000010.png
,5a RGB.tif,5a RGB,557.7272727272727,341.88366718027737,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000011.png
,5a RGB.tif,5a RGB,767.268875192604,551.4252696456086,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000012.png
,5a RGB.tif,5a RGB,874.4029275808937,604.9922958397535,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000013.png
,5a RGB.tif,5a RGB,842.8929121725732,672.7388289676426,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000014.png
,5a RGB.tif,5a RGB,1049.2835130970725,701.097842835131,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000015.png
,5a RGB.tif,5a RGB,1224.164098613251,726.3058551617873,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000016.png
,5a RGB.tif,5a RGB,1399.04468412943,669.5878274268105,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000017.png
,5a RGB.tif,5a RGB,1870.1194144838212,526.2172573189522,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000018.png
,5a RGB.tif,5a RGB,1808.6748844375963,1036.6795069337443,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000019.png
,5a RGB.tif,5a RGB,1997.7349768875192,1080.793528505393,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000020.png
,5a RGB.tif,5a RGB,1577.0762711864406,786.1748844375963,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000021.png
,5a RGB.tif,5a RGB,1156.417565485362,937.4229583975347,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000022.png
,5a RGB.tif,5a RGB,1695.2388289676426,1652.70030816641,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000023.png
,5a RGB.tif,5a RGB,1739.3528505392912,1673.1818181818182,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000024.png
,5a RGB.tif,5a RGB,1841.7604006163328,1818.1278890600925,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000025.png
,5a RGB.tif,5a RGB,1824.4298921417565,1514.0562403697998,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000026.png
,5a RGB.tif,5a RGB,1959.9229583975346,1463.6402157164869,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000027.png
,5a RGB.tif,5a RGB,1597.557781201849,1336.0246533127888,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000028.png
,5a RGB.tif,5a RGB,1296.6371340523883,1391.1671802773499,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000029.png
,5a RGB.tif,5a RGB,7.877503852080123,1003.5939907550077,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000030.png
,5a RGB.tif,5a RGB,1616.962021235431,259.44890613459415,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000031.png
,5a RGB.tif,5a RGB,760.3426838146919,1985.249924970707,C:/Users/yadava/Desktop/IMAGE-rYNA/Aug2025/5a RGB/5a\5a RGB\0000000032.png
