survey id,image,class,x,y,chip name
,/data/raw/3a RGB,3a RGB,1074.2694542305408,54.4818058712498,0000000001.png
,/data/raw/3a RGB,3a RGB,917.8088835233619,69.84846906570486,0000000002.png
,/data/raw/3a RGB,3a RGB,820.0210268313751,180.20905018951856,0000000003.png
,/data/raw/3a RGB,3a RGB,1356.4572692559884,85.21513226015993,0000000004.png
,/data/raw/3a RGB,3a RGB,305.39744806556126,359.20556986758874,0000000005.png
,/data/raw/3a RGB,3a RGB,273.4034296967882,520.6299352736711,0000000006.png
,/data/raw/3a RGB,3a RGB,182.06621338963797,644.5409744085723,0000000007.png
,/data/raw/3a RGB,3a RGB,1065.818271083866,406.6588415856147,0000000008.png
,/data/raw/3a RGB,3a RGB,1764.8462144630598,423.93519760068983,0000000009.png
,/data/raw/3a RGB,3a RGB,1679.7933848503824,519.6196309149522,00000000010.png
,/data/raw/3a RGB,3a RGB,1558.8588927448563,471.77741425782096,00000000011.png
,/data/raw/3a RGB,3a RGB,1370.147927041728,487.724819810198,00000000012.png
,/data/raw/3a RGB,3a RGB,1185.4238127266938,546.1986401689138,00000000013.png
,/data/raw/3a RGB,3a RGB,1528.2930321028005,628.5935688561952,00000000014.png
,/data/raw/3a RGB,3a RGB,877.1073053807376,931.5942743513592,00000000015.png
,/data/raw/3a RGB,3a RGB,699.0279433791939,902.3573641720012,00000000016.png
,/data/raw/3a RGB,3a RGB,555.5012934078005,875.7783549180396,00000000017.png
,/data/raw/3a RGB,3a RGB,733.5806554093442,568.7907980347813,00000000018.png
,/data/raw/3a RGB,3a RGB,899.6994632466051,381.40878279435105,00000000019.png
,/data/raw/3a RGB,3a RGB,317.61916058484286,1067.147221546564,00000000020.png
,/data/raw/3a RGB,3a RGB,236.55318236025954,847.8703952013797,00000000021.png
,/data/raw/3a RGB,3a RGB,229.9084300467691,1194.7264659655805,00000000022.png
,/data/raw/3a RGB,3a RGB,526.2643832284425,1081.765676636243,00000000023.png
,/data/raw/3a RGB,3a RGB,607.3303614530258,1177.4501099505053,00000000024.png
,/data/raw/3a RGB,3a RGB,729.5938040212499,1294.397750667937,00000000025.png
,/data/raw/3a RGB,3a RGB,523.6064823030464,1275.7924441901637,00000000026.png
,/data/raw/3a RGB,3a RGB,527.5933336911406,1452.5428557290093,00000000027.png
,/data/raw/3a RGB,3a RGB,267.11904300231555,1512.3456265504233,00000000028.png
,/data/raw/3a RGB,3a RGB,239.21108328565572,1544.2404376551774,00000000029.png
,/data/raw/3a RGB,3a RGB,244.52688513644804,1685.1091867011746,00000000030.png
,/data/raw/3a RGB,3a RGB,732.2517049466461,1562.8457441329506,00000000031.png
,/data/raw/3a RGB,3a RGB,962.1601349934152,1503.0429733115366,00000000032.png
,/data/raw/3a RGB,3a RGB,1113.660487740997,1370.147927041728,00000000033.png
,/data/raw/3a RGB,3a RGB,1126.949992367978,1099.042032651318,00000000034.png
,/data/raw/3a RGB,3a RGB,1673.148632536892,902.3573641720012,00000000035.png
,/data/raw/3a RGB,3a RGB,1909.7018148971513,1003.3575993370558,00000000036.png
,/data/raw/3a RGB,3a RGB,1056.1690349825942,1849.7546082291844,00000000037.png
,/data/raw/3a RGB,3a RGB,694.3873765907664,1929.5021780897487,00000000038.png
,/data/raw/3a RGB,3a RGB,696.3324392702923,1952.84293024406,00000000039.png
,/data/raw/3a RGB,3a RGB,1941.1725541669043,1754.4465369324125,00000000040.png
